,group_name,city_id,dt,is_blank,group_usr_num,gmv,subsidy_hufan,subsidy_coupon,subsidy_c,bubble_cnt,compete_call_cnt,objective_call_cnt,fk_gmv,fk_subsidy_c,fk_subsidy_hufan
192,rgroup_joint_exp_pack,141,2023-04-15,0,16734,202020.210000,2776.920000,12764.450000,14182.177400,81109.000000,18052.000000,14448.000000,12.07243994263176765865901757,0.8475067168638699653400262938,0.1659447830763714593044101829
193,rgroup_joint_blank,254,2023-04-19,1,1385,19142.230000,0.000000,801.190000,1723.210000,6095.000000,1712.000000,1658.000000,13.82110469314079422382671480,1.244194945848375451263537906,0.000000
194,rgroup_joint_exp_pack,314,2023-04-10,0,1162,21789.400000,1033.400000,1761.320000,2191.970200,4965.000000,1359.000000,1359.000000,18.75163511187607573149741824,1.886377108433734939759036145,0.8893287435456110154905335628
197,rgroup_joint_blank,254,2023-04-10,1,1477,21430.160000,9.260000,1037.290000,2190.380000,6752.000000,1905.000000,1846.000000,14.50924847664184157075152336,1.482992552471225457007447529,0.006269465132024373730534867976
198,rgroup_joint_blank,124,2023-04-17,1,904,7977.840000,0.000000,426.060000,460.990000,3663.000000,831.000000,666.000000,8.825044247787610619469026549,0.5099446902654867256637168142,0.000000
201,rgroup_joint_blank,39,2023-04-05,1,4128,50688.440000,5.080000,2235.610000,2818.375000,17443.000000,4028.000000,3197.000000,12.27917635658914728682170543,0.6827458817829457364341085271,0.001230620155038759689922480620
202,rgroup_joint_blank,72,2023-04-04,1,1258,9948.960000,0.710000,607.440000,682.600000,5802.000000,1485.000000,1224.000000,7.908553259141494435612082671,0.5426073131955484896661367250,0.0005643879173290937996820349762
203,rgroup_joint_exp_pack,60,2023-04-18,0,27605,285964.890000,19135.180000,28956.970000,32412.644500,119169.000000,26367.000000,21613.000000,10.35917007788444122441586669,1.174158467668900561492483246,0.6931780474551711646440862163
204,rgroup_joint_exp_pack,190,2023-04-05,0,6509,47211.360000,581.170000,3158.370000,3460.230000,26728.000000,5979.000000,4706.000000,7.253243201720694423106467967,0.5316070056844369334767245353,0.08928714088185589184206483331
205,rgroup_joint_blank,320,2023-04-05,1,327,2439.040000,0.000000,92.270000,105.630000,918.000000,296.000000,241.000000,7.458837920489296636085626911,0.3230275229357798165137614679,0.000000
207,rgroup_joint_blank,286,2023-04-14,1,1444,15660.980000,3.090000,701.120000,788.827900,6082.000000,1563.000000,1457.000000,10.84555401662049861495844875,0.5462797091412742382271468144,0.002139889196675900277008310249
208,rgroup_joint_blank,193,2023-04-18,1,491,4518.070000,0.000000,238.370000,299.220000,2124.000000,491.000000,433.000000,9.201771894093686354378818737,0.6094093686354378818737270876,0.000000
211,rgroup_joint_blank,28,2023-04-07,1,2807,39448.620000,8.730000,2410.990000,2715.519600,12647.000000,3035.000000,2777.000000,14.05365871036693979337370859,0.9674099038118988243676522978,0.003110081938012112575703598147
213,rgroup_joint_blank,7,2023-04-19,1,13243,229122.650000,50.590000,15567.720000,18972.627900,60109.000000,12633.000000,11654.000000,17.30141584233179793098240580,1.432653318734425734350222759,0.003820131390168390847995167258
214,rgroup_joint_blank,34,2023-04-12,1,3483,64648.170000,44.380000,3175.980000,3933.951400,15138.000000,3467.000000,3081.000000,18.56105943152454780361757106,1.129472121734137238013207005,0.01274188917599770312948607522
215,rgroup_joint_exp_pack,56,2023-04-16,0,38743,497034.860000,12052.990000,42447.200000,48248.070600,163202.000000,45181.000000,41283.000000,12.82902356554732467800634953,1.245336463361123299692847740,0.3111011021345791497818960845
216,rgroup_joint_exp_pack,228,2023-04-07,0,18658,219107.380000,8030.120000,20124.550000,22339.108200,82046.000000,21981.000000,19295.000000,11.74334762568335298531461035,1.197293825704791510344088327,0.4303848215242791295958838032
217,rgroup_joint_exp_pack,146,2023-04-11,0,20618,369598.490000,9885.030000,21860.850000,31753.724000,87711.000000,22900.000000,20079.000000,17.92601076729071684935493258,1.540097196624308856339121156,0.4794368997962944999514986905
219,rgroup_joint_exp_pack,157,2023-04-16,0,80913,1322078.120000,27296.040000,95737.000000,134736.462900,364159.000000,91302.000000,88922.000000,16.33950193417621395820201945,1.665201672166400949167624486,0.3373504875607133587927774276
220,rgroup_joint_blank,148,2023-04-06,1,1540,15247.110000,2.340000,641.460000,773.104100,6356.000000,1542.000000,1114.000000,9.900720779220779220779220779,0.5020156493506493506493506494,0.001519480519480519480519480519
221,rgroup_joint_exp_pack,197,2023-04-14,0,8976,9227.970000,54.200000,528.860000,607.810000,35316.000000,7421.000000,2536.000000,1.028071524064171122994652406,0.06771501782531194295900178253,0.006038324420677361853832442068
222,rgroup_joint_exp_pack,171,2023-04-11,0,5764,57305.400000,944.120000,3673.450000,4112.891500,23903.000000,5061.000000,4423.000000,9.941950034698126301179736294,0.7135481436502428868841082582,0.1637959750173490631505898681
223,rgroup_joint_blank,16,2023-04-18,1,4291,45956.440000,55.990000,2827.280000,3304.510300,18117.000000,3421.000000,2812.000000,10.70996038219529247261710557,0.7701026101141924959216965742,0.01304824050337916569564204148
224,rgroup_joint_blank,146,2023-04-12,1,414,7668.210000,14.440000,337.030000,586.960000,1857.000000,466.000000,410.000000,18.52224637681159420289855072,1.417777777777777777777777778,0.03487922705314009661835748792
225,rgroup_joint_blank,262,2023-04-18,1,517,7282.080000,0.740000,249.580000,338.380000,2313.000000,551.000000,503.000000,14.08526112185686653771760155,0.6545067698259187620889748549,0.001431334622823984526112185687
226,rgroup_joint_blank,45,2023-04-06,1,5020,82040.640000,8.670000,3239.520000,4961.278200,18818.000000,5188.000000,4257.000000,16.34275697211155378486055777,0.9883024302788844621513944223,0.001727091633466135458167330677
228,rgroup_joint_blank,120,2023-04-09,1,1479,10677.950000,20.000000,939.400000,1002.340000,6486.000000,1497.000000,1026.000000,7.219709263015551048005409060,0.6777146720757268424611223800,0.01352265043948613928329952671
230,rgroup_joint_exp_pack,175,2023-04-16,0,16056,127450.320000,5176.710000,15051.400000,15499.114800,73225.000000,17431.000000,13329.000000,7.937862481315396113602391629,0.9653160687593423019431988042,0.3224159192825112107623318386
231,rgroup_joint_exp_pack,98,2023-04-19,0,30356,331188.890000,9917.430000,24075.000000,28069.517200,132524.000000,30739.000000,21477.000000,10.91016240611411253129529582,0.9246777309263407563578864145,0.3267041112135986295954671235
232,rgroup_joint_exp_pack,272,2023-04-15,0,5507,145028.590000,3705.600000,12176.950000,14546.490000,28622.000000,6173.000000,6140.000000,26.33531686943889595060831669,2.641454512438714363537316143,0.6728890502996186671508988560
233,rgroup_joint_exp_pack,107,2023-04-07,0,21376,241226.040000,4408.550000,17231.050000,19618.573700,88213.000000,20717.000000,18522.000000,11.28490082335329341317365269,0.9177850720434131736526946108,0.2062383046407185628742514970
234,rgroup_joint_exp_pack,298,2023-04-06,0,20108,193248.270000,6219.600000,11495.480000,13186.379800,83704.000000,21910.000000,20071.000000,9.610516709767256813208673165,0.6557777899343544857768052516,0.3093097274716530734036204496
235,rgroup_joint_exp_pack,228,2023-04-19,0,15946,198149.820000,4432.970000,13202.180000,15376.225200,68486.000000,17667.000000,15552.000000,12.42630252100840336134453782,0.9642684811237928007023705004,0.2779988711902671516367741126
236,rgroup_joint_exp_pack,309,2023-04-08,0,425,1344.280000,188.110000,267.010000,269.270000,2245.000000,494.000000,403.000000,3.163011764705882352941176471,0.6335764705882352941176470588,0.4426117647058823529411764706
241,rgroup_joint_blank,13,2023-04-07,1,14266,224865.780000,174.030000,13188.160000,16258.673600,62973.000000,14171.000000,12890.000000,15.76235665218000841160801907,1.139679910276181129959343895,0.01219893452965091826720874807
245,rgroup_joint_blank,26,2023-04-16,1,5338,67303.830000,28.720000,5044.900000,6052.823400,20647.000000,4847.000000,4218.000000,12.60843574372424128887223679,1.133912214312476582989883852,0.005380292244286249531659797677
247,rgroup_joint_exp_pack,254,2023-04-17,0,32925,496466.460000,8408.210000,29459.740000,53861.656400,144303.000000,40423.000000,39373.000000,15.07870797266514806378132118,1.635889336370539104024297646,0.2553746393318147304479878512
248,rgroup_joint_exp_pack,224,2023-04-04,0,64147,803737.780000,357.470000,29343.090000,33112.390200,314989.000000,86360.000000,75128.000000,12.52962383275913137013422296,0.5161954604268321199744337225,0.005572669025831293747174458665
249,rgroup_joint_blank,243,2023-04-05,1,1440,13230.620000,0.000000,460.500000,632.100000,5867.000000,1488.000000,1308.000000,9.187930555555555555555555556,0.4389583333333333333333333333,0.000000
250,rgroup_joint_blank,129,2023-04-19,1,153,181.850000,0.000000,42.160000,45.050000,605.000000,82.000000,30.000000,1.188562091503267973856209150,0.2944444444444444444444444444,0.000000
252,rgroup_joint_blank,49,2023-04-04,1,4170,32670.060000,8.410000,1237.710000,1558.806900,18953.000000,5132.000000,4074.000000,7.834546762589928057553956835,0.3738146043165467625899280576,0.002016786570743405275779376499
253,rgroup_joint_exp_pack,1,2023-04-11,0,1237664,29737197.500000,692860.990000,2077004.070000,2314952.507100,5256705.000000,1370872.000000,1046847.000000,24.02687441825891356620213564,1.870420814615275228171781679,0.5598134792641621635597383458
254,rgroup_joint_exp_pack,36,2023-04-01,0,307889,6677247.450000,341624.280000,641487.920000,715950.742300,1286039.000000,363671.000000,340805.000000,21.68719067586045620337199445,2.325353430294684123174260854,1.109569617621935177937503451
255,rgroup_joint_exp_pack,175,2023-04-12,0,11711,97056.050000,2766.660000,7931.630000,8411.875100,50221.000000,11398.000000,8639.000000,8.287597130902570233114166169,0.7182883699086329092306378618,0.2362445563999658440782170609
256,rgroup_joint_exp_pack,238,2023-04-06,0,3696,28898.510000,351.170000,1399.880000,1746.590000,15579.000000,4038.000000,2975.000000,7.818860930735930735930735931,0.4725622294372294372294372294,0.09501352813852813852813852814
257,rgroup_joint_exp_pack,256,2023-04-08,0,28844,462696.560000,1627.420000,26030.200000,32262.739100,120626.000000,32715.000000,31902.000000,16.04134516710581056718901678,1.118525138677021217584246290,0.05642143946748023852447649424
258,rgroup_joint_exp_pack,129,2023-04-04,0,4470,5016.310000,56.930000,888.970000,944.947200,17193.000000,2819.000000,1130.000000,1.122217002237136465324384787,0.2113975838926174496644295302,0.01273601789709172259507829978
259,rgroup_joint_exp_pack,104,2023-04-18,0,8845,77137.410000,5507.040000,8731.040000,9618.076300,36564.000000,7984.000000,6260.000000,8.721018654607122668174109666,1.087402634256642170717919729,0.6226161673261729790842283776
260,rgroup_joint_exp_pack,126,2023-04-19,0,4476,29932.260000,666.430000,2525.540000,2754.680000,18470.000000,4292.000000,3356.000000,6.687278820375335120643431635,0.6154334226988382484361036640,0.1488896336014298480786416443
262,rgroup_joint_exp_pack,268,2023-04-17,0,186,709.490000,27.220000,58.550000,65.930000,773.000000,159.000000,159.000000,3.814462365591397849462365591,0.3544623655913978494623655914,0.1463440860215053763440860215
266,rgroup_joint_exp_pack,23,2023-04-11,0,321653,7110543.790000,350458.850000,620521.030000,716528.067500,1361011.000000,356267.000000,319155.000000,22.10625671142504500191199833,2.227643042346876913941421345,1.089555670240911790034602506
267,rgroup_joint_exp_pack,282,2023-04-06,0,21481,193251.610000,420.060000,12355.490000,12498.441200,63699.000000,21500.000000,20094.000000,8.996397281318374377356733858,0.5818370280713188399050323542,0.01955495554210697825985754853
268,rgroup_joint_exp_pack,266,2023-04-05,0,10043,82516.930000,320.550000,2976.710000,3343.809200,44952.000000,12363.000000,11292.000000,8.216362640645225530220053769,0.3329492382754157124365229513,0.03191775365926515981280493876
271,rgroup_joint_blank,36,2023-04-14,1,9959,207758.050000,153.760000,8954.920000,10981.941400,37770.000000,9978.000000,9354.000000,20.86133647956622150818355257,1.102715272617732704086755698,0.01543930113465207350135555779
273,rgroup_joint_blank,334,2023-04-16,1,56,59.100000,0.000000,12.000000,12.180000,203.000000,43.000000,17.000000,1.055357142857142857142857143,0.217500,0.000000
278,rgroup_joint_exp_pack,44,2023-04-09,0,65920,740338.110000,28902.440000,71800.190000,80949.450700,281801.000000,72509.000000,67335.000000,11.23085725121359223300970874,1.227995307949029126213592233,0.4384472087378640776699029126
279,rgroup_joint_exp_pack,306,2023-04-19,0,39557,475929.970000,6884.150000,46742.920000,55243.845900,179670.000000,52893.000000,51253.000000,12.03149809136183229264099906,1.396563083651439694617893167,0.1740311449301008671031675810
280,rgroup_joint_exp_pack,71,2023-04-12,0,18592,158714.470000,8442.540000,16265.770000,17605.430600,75664.000000,17350.000000,13552.000000,8.536707723752151462994836489,0.9469358111015490533562822719,0.4540953098106712564543889845
281,rgroup_joint_exp_pack,146,2023-04-04,0,24274,362023.640000,7340.600000,16445.380000,25930.952800,110375.000000,30720.000000,26102.000000,14.91404960039548488094257230,1.068260393837027271978248332,0.3024058663590673148224437670
282,rgroup_joint_exp_pack,138,2023-04-04,0,45614,515727.280000,10538.790000,29563.690000,37212.648400,202775.000000,45479.000000,44476.000000,11.30633752795194457841890648,0.8158163809356776428289560223,0.2310428815714473626518174245
284,rgroup_joint_blank,287,2023-04-18,1,304,2649.920000,0.000000,95.210000,105.290000,1354.000000,387.000000,329.000000,8.716842105263157894736842105,0.3463486842105263157894736842,0.000000
285,rgroup_joint_blank,302,2023-04-09,1,523,4937.520000,0.800000,318.950000,350.392800,2218.000000,541.000000,468.000000,9.440764818355640535372848948,0.6699671128107074569789674952,0.001529636711281070745697896750
288,rgroup_joint_blank,153,2023-04-14,1,3172,51787.860000,51.290000,2720.140000,3308.880000,13739.000000,3484.000000,3328.000000,16.32656368221941992433795712,1.043152585119798234552332913,0.01616960907944514501891551072
289,rgroup_joint_exp_pack,32,2023-04-04,0,258111,5393104.500000,105568.820000,307091.390000,399484.944500,1129190.000000,267241.000000,250427.000000,20.89451631274916605646407941,1.547725375904165262232140436,0.4090055053833428253735795840
290,rgroup_joint_exp_pack,28,2023-04-02,0,45764,684935.680000,8859.930000,51289.980000,58017.251800,198767.000000,49089.000000,44990.000000,14.96669172275150773533782012,1.267748706406782623896512543,0.1936004282842408880342627393
292,rgroup_joint_exp_pack,103,2023-04-07,0,15876,120962.960000,468.030000,11983.130000,12302.556800,73835.000000,15642.000000,11844.000000,7.619234063995968757873519778,0.7749153943058704963466868229,0.02948034769463340891912320484
293,rgroup_joint_blank,53,2023-04-05,1,2750,29579.030000,8.790000,1147.510000,1474.970000,11974.000000,2975.000000,2773.000000,10.75601090909090909090909091,0.5363527272727272727272727273,0.003196363636363636363636363636
294,rgroup_joint_exp_pack,131,2023-04-08,0,7142,54073.110000,368.750000,5023.070000,5365.907800,35402.000000,7182.000000,5691.000000,7.571143937272472696723606833,0.7513172500700084010081209745,0.05163119574348921870624474937
295,rgroup_joint_blank,40,2023-04-19,1,1779,16866.040000,19.510000,830.710000,1027.580000,7510.000000,1620.000000,1352.000000,9.480629567172568858909499719,0.5776166385609893198426082069,0.01096683530073074761101742552
296,rgroup_joint_blank,266,2023-04-06,1,474,3906.690000,0.000000,160.060000,179.450000,1992.000000,527.000000,489.000000,8.241962025316455696202531646,0.3785864978902953586497890295,0.000000
297,rgroup_joint_exp_pack,334,2023-04-15,0,1520,1612.190000,17.420000,176.150000,182.750000,5811.000000,1129.000000,499.000000,1.060651315789473684210526316,0.1202302631578947368421052632,0.01146052631578947368421052632
298,rgroup_joint_blank,122,2023-04-08,1,375,1157.050000,0.000000,127.690000,130.850000,1603.000000,270.000000,132.000000,3.085466666666666666666666667,0.3489333333333333333333333333,0.000000
299,rgroup_joint_exp_pack,337,2023-04-15,0,1279,2747.590000,16.970000,328.470000,356.540000,3540.000000,912.000000,492.000000,2.148232994526974198592650508,0.2787646598905394839718530102,0.01326817826426896012509773260
303,rgroup_joint_exp_pack,88,2023-04-14,0,122797,2256448.870000,35179.130000,123278.440000,147190.274400,531740.000000,135748.000000,121343.000000,18.37543970943915567969901545,1.198647152617734960951814784,0.2864819987458977010839027012
304,rgroup_joint_blank,133,2023-04-08,1,8704,169600.120000,65.520000,8234.770000,10678.088200,35534.000000,8741.000000,8382.000000,19.48530790441176470588235294,1.226802412683823529411764706,0.007527573529411764705882352941
305,rgroup_joint_exp_pack,232,2023-04-11,0,14320,137373.760000,2594.520000,8679.660000,9671.898500,59677.000000,14247.000000,11170.000000,9.593139664804469273743016760,0.6754119064245810055865921788,0.1811815642458100558659217877
306,rgroup_joint_exp_pack,146,2023-04-03,0,22230,415209.730000,43828.010000,52213.810000,64676.167000,97931.000000,27838.000000,24444.000000,18.67790058479532163742690058,2.909409221772379667116509222,1.971570400359874044084570400
307,rgroup_joint_blank,251,2023-04-13,1,475,3934.640000,7.670000,175.360000,195.650000,2107.000000,515.000000,457.000000,8.283452631578947368421052632,0.4118947368421052631578947368,0.01614736842105263157894736842
308,rgroup_joint_blank,56,2023-04-19,1,1161,13199.310000,3.520000,688.650000,891.000000,4548.000000,1245.000000,1129.000000,11.36891472868217054263565891,0.7674418604651162790697674419,0.003031869078380706287683031869
313,rgroup_joint_blank,88,2023-04-15,1,4955,89226.300000,6.170000,4187.690000,5017.634800,21957.000000,5718.000000,5100.000000,18.00732593340060544904137235,1.012640726538849646821392533,0.001245206861755802219979818365
316,rgroup_joint_exp_pack,32,2023-04-18,0,297616,5076675.780000,175111.730000,367819.990000,443662.482400,1378388.000000,361644.000000,325638.000000,17.05780529272619751626256653,1.490721205849147895274447610,0.5883814378259233374549755389
317,rgroup_joint_exp_pack,150,2023-04-05,0,8710,35687.670000,306.830000,2329.030000,2483.382600,24141.000000,6636.000000,3649.000000,4.097321469575200918484500574,0.2851185533869115958668197474,0.03522732491389207807118254879
318,rgroup_joint_blank,25,2023-04-15,1,1267,11346.710000,0.130000,1077.400000,1173.470000,6004.000000,1110.000000,792.000000,8.955572217837411207576953433,0.9261799526440410418310970797,0.0001026045777426992896606156275
